,Timestamp,Comments,comments_comp,comments_neg,comments_neu,comments_pos
0,4/1/2018,11,0.283476096,0.03359912,0.740008627,0.226415028
1,4/2/2018,3,0.530849519,0.066040064,0.73424359,0.199549679
2,4/3/2018,5,0.367045714,0.01227381,0.788585714,0.199116667
3,4/4/2018,8,0.203952153,0.049017361,0.756977083,0.193981944
4,4/5/2018,12,0.372356973,0.022991762,0.706256513,0.270729502
5,4/6/2018,15,0.271311674,0.053058046,0.765471847,0.181467782
6,4/7/2018,16,0.221002497,0.049421053,0.803244458,0.147310247
7,4/8/2018,13,0.204816256,0.048060276,0.790362265,0.128244415
8,4/9/2018,4,0.306408553,0.016552027,0.785886053,0.153027374
9,4/10/2018,9,0.264624414,0.028418433,0.846702614,0.124867466
10,4/11/2018,17,0.277951196,0.018987193,0.77474952,0.206250786
11,4/12/2018,24,0.165772032,0.061011818,0.824697494,0.114308545
12,4/13/2018,6,0.342384115,0.05647987,0.706604946,0.236881807
13,4/14/2018,19,0.237600306,0.036227609,0.81198005,0.151791483
14,4/15/2018,10,0.165478355,0.040818731,0.828204394,0.130960927
15,4/16/2018,9,0.359038577,0.025752769,0.788754049,0.182284849
16,4/17/2018,7,0.231267763,0.05404918,0.809732434,0.136204497
17,4/18/2018,7,0.194621906,0.034716895,0.779738595,0.170396891
18,4/19/2018,20,0.251053043,0.063322843,0.749646344,0.187056391
19,4/20/2018,11,0.100253557,0.072289978,0.803409969,0.124295765
20,4/21/2018,9,0.105263683,0.058862326,0.742338919,0.198796026
21,4/22/2018,91,0.350403266,0.03101718,0.789579897,0.146045282
22,4/23/2018,9,0.377427946,0.042483036,0.740213393,0.217306845
23,4/24/2018,28,0.141779454,0.047283439,0.837836543,0.112395311
24,4/25/2018,15,0.134723418,0.044753713,0.858319975,0.092089432
25,4/26/2018,10,0.240840729,0.052927513,0.728906268,0.218078826
26,4/27/2018,11,0.205434392,0.056945279,0.755029988,0.185224533
27,4/28/2018,27,0.193094322,0.211902682,0.62677991,0.159872458
28,4/29/2018,5,0.276472704,0.040267752,0.761165793,0.19008823
29,4/30/2018,0,0.285388782,0.050461538,0.798971154,0.140971154
30,5/1/2018,0,-0.278,0.2665,0.594,0.1395
31,5/2/2018,1,0.243421786,0.0267,0.873475,0.099807143
32,5/3/2018,8,0.277771923,0.066781854,0.793859226,0.139354952
33,5/4/2018,6,0.442995037,0.026299815,0.661088472,0.295026859
34,5/5/2018,5,0.068541032,0.046942708,0.84746553,0.105623011
35,5/6/2018,2,0.247185833,0.005941667,0.819538889,0.174586111
36,5/7/2018,17,0.256845831,0.037074422,0.817439712,0.145485074
37,5/8/2018,12,0.347608708,0.041893519,0.75354537,0.204535276
38,5/9/2018,6,0.146961752,0.026492216,0.827221459,0.091788156
39,5/10/2018,4,0.317226958,0.062387698,0.652862169,0.284765608
40,5/11/2018,27,0.222504475,0.042505285,0.823823878,0.130242105
41,5/12/2018,19,0.222334756,0.08013034,0.769102632,0.146286474
42,5/13/2018,12,0.324844631,0.042118345,0.787537167,0.154431587
43,5/14/2018,5,0.349655568,0.044156223,0.813317154,0.142569535
44,5/15/2018,10,0.342548745,0.027090338,0.755619673,0.209043831
45,5/16/2018,25,0.323207403,0.036525557,0.784572645,0.1684349
46,5/17/2018,15,0.333979346,0.046884662,0.760067443,0.178286531
47,5/18/2018,4,0.116847688,0.085278027,0.723723265,0.11955347
48,5/19/2018,6,0.038756949,0.070227432,0.741361212,0.13845059
49,5/20/2018,14,0.207852572,0.027921952,0.836912978,0.127817031
50,5/21/2018,8,0.172409728,0.057836433,0.806751658,0.135416717
51,5/22/2018,2,0.132228889,0.028311111,0.9088,0.062888889
52,5/23/2018,12,0.319725492,0.048104069,0.696136613,0.255748929
53,5/24/2018,7,0.13306585,0.117145578,0.763660884,0.090787075
54,5/25/2018,2,0.104055556,0.007333333,0.888944444,0.103666667
55,5/26/2018,8,0.396244322,0.028834066,0.718729121,0.252384799
56,5/27/2018,10,0.251564111,0.023502778,0.812659444,0.163844444
57,5/28/2018,42,0.206275303,0.037937071,0.845817409,0.106843209
58,5/29/2018,9,0.163277139,0.145097818,0.728977745,0.125919474
59,5/30/2018,6,0.254080418,0.048202424,0.76481153,0.186945642
60,5/31/2018,4,0.454014099,0.052508163,0.731966752,0.215520408
61,6/1/2018,4,0.278551042,0.060692708,0.640203125,0.283494792
62,6/2/2018,5,0.25682375,0.044345833,0.779395833,0.176304167
63,6/3/2018,11,0.212322591,0.058983389,0.762656146,0.178347176
64,6/4/2018,12,0.174089456,0.033301996,0.884483117,0.082229618
65,6/5/2018,4,0.238861458,0.0162125,0.8765375,0.10725625
66,6/6/2018,6,0.317583583,0.01760292,0.852663462,0.129766026
67,6/7/2018,3,0.309561012,0.010655357,0.807291865,0.181965278
68,6/8/2018,7,0.482712883,0.024025225,0.695335135,0.28063964
69,6/9/2018,0,,,,
70,6/10/2018,8,0.255994396,0.025900733,0.815191575,0.158817216
71,6/11/2018,6,0.246614992,0.041881905,0.789428492,0.168667381
72,6/12/2018,5,0.208728571,0.048619048,0.837083333,0.114297619
73,6/13/2018,38,0.203544337,0.058630825,0.820924331,0.113285191
74,6/14/2018,11,0.265881923,0.033927363,0.745739837,0.220323649
75,6/15/2018,17,0.250704755,0.026788867,0.846566601,0.126652822
76,6/16/2018,10,0.192749472,0.072744224,0.854092883,0.073151399
77,6/17/2018,12,0.287657207,0.037421329,0.81643715,0.143228168
78,6/18/2018,22,0.139678495,0.035922939,0.887741935,0.076356631
79,6/19/2018,14,0.343926318,0.025669492,0.832804237,0.141519492
80,6/20/2018,5,0.333692778,0.019194444,0.828438889,0.152366667
81,6/21/2018,22,0.243505294,0.048013522,0.762008322,0.178080396
82,6/22/2018,18,0.4082722,0.03201802,0.785957707,0.180428893
83,6/23/2018,20,0.167406255,0.07418973,0.789398044,0.136368861
84,6/24/2018,12,0.224228958,0.082002083,0.74296875,0.174995833
85,6/25/2018,7,0.215775587,0.079106578,0.707619785,0.213230025
86,6/26/2018,9,0.433841732,0.040826263,0.793433189,0.165724675
87,6/27/2018,12,0.246330296,0.029263547,0.805180573,0.16554726
88,6/28/2018,4,0.418983333,0.009777778,0.770148148,0.220074074
89,6/29/2018,3,0.186284693,0.026736732,0.831422745,0.14187451
90,6/30/2018,6,0.1558125,0.037875,0.835,0.127125
91,7/1/2018,11,0.197582947,0.057524251,0.783701594,0.158787488
92,7/2/2018,7,0.226778367,0.117915306,0.771371429,0.110717347
93,7/3/2018,12,0.356599365,0.050600586,0.664430132,0.276385375
94,7/4/2018,10,0.191268123,0.020614533,0.858289579,0.12108355
95,7/5/2018,10,0.285813825,0.046162538,0.76490073,0.1888702
96,7/6/2018,4,0.248327917,0.037116667,0.796529167,0.166375
97,7/7/2018,14,0.264079019,0.016682365,0.693321154,0.206666549
98,7/8/2018,10,0.272648606,0.027852897,0.762906975,0.209263408
99,7/9/2018,6,0.260273333,0.052361905,0.753871429,0.193733333
100,7/10/2018,4,0.269871055,0.05241967,0.668278788,0.194746483
101,7/11/2018,9,0.104069657,0.139764739,0.754524022,0.105782738
102,7/12/2018,6,0.303630877,0.033480702,0.765410526,0.201091228
103,7/13/2018,7,0.155036448,0.070499735,0.849371759,0.080216468
104,7/14/2018,3,0.344146154,0.006826923,0.676846154,0.316365385
105,7/15/2018,41,0.155501389,0.037923611,0.771909722,0.190166667
106,7/16/2018,8,0.201885625,0.04170625,0.87499375,0.08330625
107,7/17/2018,2,0.189653443,0.011230037,0.888638462,0.100160073
108,7/18/2018,2,0.182936667,0.0443,0.8827,0.0729
109,7/19/2018,7,0.131088803,0.043504843,0.80507208,0.151415954
