,Timestamp,Comments,comments_comp,comments_neg,comments_neu,comments_pos
0,4/1/2018,11,0.210297049,0.060285469,0.775154332,0.156611509
1,4/2/2018,9,0.193081678,0.036356201,0.870659356,0.092537686
2,4/3/2018,8,0.354835626,0.03195409,0.737480375,0.22787973
3,4/4/2018,4,0.258080831,0.067680171,0.785478175,0.146888416
4,4/5/2018,3,0.032536086,0.074278125,0.825829415,0.099878571
5,4/6/2018,8,0.471001601,0.043693862,0.807357531,0.14345585
6,4/7/2018,22,0.336987254,0.036728991,0.84542054,0.116088146
7,4/8/2018,56,0.243780604,0.052850978,0.790467516,0.156326644
8,4/9/2018,8,0.474107586,0.036959688,0.755894779,0.207152764
9,4/10/2018,6,0.179746299,0.03743163,0.84590831,0.115226763
10,4/11/2018,23,0.191402219,0.055995451,0.835324216,0.108392368
11,4/12/2018,4,0.319981339,0.024335054,0.850917823,0.122200565
12,4/13/2018,3,0.224056242,0.049408182,0.77952165,0.171078182
13,4/14/2018,6,0.445888563,0.030749646,0.819522174,0.146903571
14,4/15/2018,8,0.303994083,0.051199387,0.790442157,0.149412089
15,4/16/2018,10,0.300814655,0.07661998,0.783313433,0.140058871
16,4/17/2018,3,0.473127247,0.018482075,0.759960445,0.221565417
17,4/18/2018,13,0.353491281,0.039198346,0.782028486,0.178766979
18,4/19/2018,6,0.0912986,0.097791839,0.813011698,0.08921919
19,4/20/2018,12,0.361578413,0.058999762,0.78715942,0.1538882
20,4/21/2018,6,0.206802245,0.052634568,0.856892096,0.090439077
21,4/22/2018,23,0.22394795,0.060046449,0.808622698,0.131056919
22,4/23/2018,15,0.290812892,0.057851215,0.797795436,0.14435466
23,4/24/2018,31,0.171676212,0.056079889,0.77623693,0.15696243
24,4/25/2018,6,0.325040714,0.038988635,0.783293309,0.136545478
25,4/26/2018,9,0.398177256,0.034410703,0.82379681,0.140348665
26,4/27/2018,2,0.378336006,0.042722724,0.817848681,0.139486111
27,4/28/2018,8,0.209850765,0.052280554,0.817052756,0.130668962
28,4/29/2018,2,0.37132755,0.045828887,0.82357483,0.126714721
29,4/30/2018,0,-0.05002,0.112,0.8684,0.0196
30,5/1/2018,0,0.581568125,0.0332375,0.826275,0.14051875
31,5/2/2018,0,0.376945429,0.049574286,0.815742857,0.134702857
32,5/3/2018,1,0.066486111,0.018138889,0.76325,0.135277778
33,5/4/2018,4,0.402679018,0.03154504,0.764601885,0.203880853
34,5/5/2018,7,0.22297997,0.047757498,0.789453634,0.162656428
35,5/6/2018,3,0.352720866,0.019566234,0.680754113,0.299691558
36,5/7/2018,7,0.230741195,0.081105892,0.796694397,0.119832726
37,5/8/2018,4,0.308616148,0.045356618,0.830047572,0.121350408
38,5/9/2018,6,0.226433142,0.031630391,0.852225223,0.11102293
39,5/10/2018,4,0.446863605,0.023868433,0.815668521,0.160463047
40,5/11/2018,1,-0.064702083,0.088645833,0.796416667,0.115020833
41,5/12/2018,3,0.301795556,0.020561111,0.857977778,0.121411111
42,5/13/2018,4,0.327108523,0.031217803,0.775636837,0.193139205
43,5/14/2018,3,0.373009488,0.037082778,0.78597881,0.175375635
44,5/15/2018,6,0.318402496,0.046613211,0.817167602,0.136205642
45,5/16/2018,4,0.118039179,0.071202825,0.829248287,0.099537706
46,5/17/2018,5,0.134599135,0.081244984,0.779050044,0.135881067
47,5/18/2018,7,0.266103465,0.03997992,0.803197368,0.137223214
48,5/19/2018,10,0.215528309,0.044960924,0.862008561,0.088565336
49,5/20/2018,11,0.344658983,0.048485776,0.825630489,0.12588188
50,5/21/2018,5,0.315381953,0.032716497,0.811026935,0.137948023
